Latitude,Longitude,Elevation,Slope Angle
-26.681426,27.79652,1490.0,0.0
-26.680977,27.796194,1490.0,0.25581327607590665
-26.680826,27.796102,1495.0,0.0
-26.680661,27.796025,1495.0,0.0
-26.680217,27.795686,1495.0,-0.03163130283812296
-26.678326,27.794273,1487.0,0.034832675256983574
-26.678106,27.794122,1488.0,0.0
-26.677794,27.793885,1488.0,0.0
-26.67763,27.793755,1488.0,0.0
-26.677305,27.793515,1488.0,0.0
-26.677168,27.793415,1488.0,0.04151227292729564
-26.676802,27.793156,1490.0,-0.04803417575913728
-26.676482,27.792939,1488.0,-0.005498003818624207
-26.673684,27.791042,1486.0,-0.018837480217476103
-26.673268,27.79078,1485.0,0.0
-26.672796,27.790515,1485.0,0.009875582560292587
-26.67197,27.790086,1486.0,-0.03615625433970679
-26.671055,27.78965,1482.0,0.0
-26.670562,27.789413,1482.0,0.006659404135548189
-26.668057,27.788283,1484.0,-0.027794828604280217
-26.666262,27.787457,1478.0,0.014998081719097691
-26.665151,27.786952,1480.0,0.0
-26.664518,27.786676,1480.0,-0.024399332371291053
-26.663841,27.78635,1478.0,0.0
-26.663562,27.786221,1478.0,-0.009078146848540756
-26.660811,27.784963,1475.0,-0.008824745536482393
-26.659869,27.784528,1474.0,-0.016581912403488105
-26.658861,27.78408,1472.0,-0.0111652695485451
-26.657371,27.783395,1470.0,0.025000800902323785
-26.656705,27.783091,1472.0,-0.03089426530552609
-26.6559,27.782713,1469.0,0.0
-26.655161,27.782372,1469.0,-0.008497514018183489
-26.653197,27.781489,1467.0,0.006743369227592172
-26.650724,27.780371,1469.0,0.0
-26.650593,27.780309,1469.0,0.04472595040819583
-26.64985,27.779966,1473.0,0.010548625593647455
-26.648274,27.779238,1475.0,0.0
-26.646976,27.778648,1475.0,0.0139748923187373
-26.645185,27.777842,1478.0,-0.003828088494710841
-26.643015,27.776835,1477.0,-0.019282332416000778
-26.642151,27.776442,1475.0,-0.006622132429444503
-26.64089,27.775878,1474.0,0.0
-26.639653,27.775299,1474.0,-0.008597866641701389
-26.638682,27.774864,1473.0,-0.016061952382170747
-26.638183,27.77458,1472.0,0.011745138535088549
-26.636749,27.773979,1474.0,0.0
-26.636246,27.773733,1474.0,-0.020566181415713338
-26.635448,27.773333,1472.0,0.0
-26.635107,27.773148,1472.0,-0.042464427351226575
-26.63474,27.772912,1470.0,0.0
-26.634347,27.772614,1470.0,0.02026956170103271
-26.633987,27.772324,1471.0,0.0
-26.633544,27.771919,1471.0,0.0
-26.63312,27.771474,1471.0,0.0
-26.632623,27.770889,1471.0,-0.07121284585807361
-26.632115,27.770262,1465.0,0.032516385272263915
-26.63136,27.769358,1469.0,0.021912378234847738
-26.631072,27.769031,1470.0,0.0
-26.630844,27.768792,1470.0,-0.03439840398880009
